smiles,2d6
CC(=C)CNCCN,0.0
NC(Cc1nnn[nH]1)C(=O)O,0.0
Cc1ccc(CN2C(CCC2=O)C(=O)NCCCN3CCOCC3)cc1,0.0
COc1ccc(C=CC(=O)Oc2cccc(C=NNC(=O)c3cccc(F)c3)c2)cc1,0.0
COc1ccc(CCNC(=O)CN2C(=O)Oc3ccccc23)cc1OC,0.0
CCOC(=O)c1c(C)c(C)sc1NC(=O)c2cccc(c2)N3C(=O)CCC3=O,0.0
CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O,0.0
O=C1CN=C(c2cccs2)c3c4CCCCc4sc3N1,1.0
CN(C)C(=O)CSc1nc2ccccc2n1CC(=O)N3CCN(CC3)c4ccccc4,0.0
Clc1ccc(cn1)C(=O)OCC(=O)N2CCc3ccccc23,0.0
CN1CCc2nc3ccc(F)cc3c(C(=O)N)c2C1,0.0
Brc1ccc(NC(=O)CSCC(=O)OCC(=O)c2ccc(Br)cc2)cc1,1.0
Cc1ccc(CNC(=O)Cc2csc(NC3=C4C=CC=CC4=NC(=S)N3)n2)cc1,0.0
OC(=O)c1ccccc1C(=O)Nc2cc3C(=O)c4ccccc4c3cc2Br,0.0
Fc1ccc(COc2ccc(Br)cc2CNCc3ccncc3)cc1,1.0
COc1ncc2N=C(C(=O)N(Cc3ccc(F)cc3)c2n1)c4cccs4,1.0
COc1ccccc1C(=O)N2CCN(CC2)c3ccccn3,0.0
Fc1ccc(cc1Cl)N2CC(CC2=O)C(=O)N3CCC4(CC3)OCCO4,0.0
CC(=N)C(C#N)C(=O)COc1ncnc2ccc(Br)cc12,0.0
Nc1nc(O)c(Cc2cc(Cl)ccc2Cl)s1,0.0
CS(=O)(=O)N1CCC2(CC1)CN(C2)C(=O)Nc3cccc(F)c3,0.0
CN1CCN(CC1)C2=Cc3ccccc3Oc4ccc(Cl)cc24,1.0
Clc1ccc(cc1C(=O)Nc2nnc(s2)C3CC3)S(=O)(=O)N4CCN(CC4)c5ccccc5,0.0
